date,home_team,away_team,hp_umpire_id,temp,windspeed,winddir
2015-04-05,CHN,SLN,wintm901,44,7,fromcf
2015-04-06,ARI,SFN,cedeg901,81,7,ltor
2015-04-06,CIN,PIT,hirsj901,68,15,tocf
2015-04-06,DET,MIN,westj901,52,5,rtol
2015-04-06,HOU,CLE,barrt901,79,14,rtol
2015-04-06,KCA,CHA,laynj901,59,6,rtol
2015-04-06,LAN,SDN,gormb901,65,1,unknown
2015-04-06,MIA,ATL,nelsj901,80,16,fromcf
2015-04-06,MIL,COL,scotd901,70,0,unknown
2015-04-06,NYA,TOR,culbf901,54,5,rtol
2015-04-06,OAK,TEX,millb901,56,17,torf
2015-04-06,PHI,BOS,davig901,71,11,torf
2015-04-06,SEA,LAA,vanol901,54,1,unknown
2015-04-06,TBA,BAL,demud901,72,0,unknown
2015-04-06,WSN,NYN,welkt901,76,14,tocf
2015-04-07,ARI,SFN,coope901,79,13,torf
2015-04-07,LAN,SDN,carlm901,57,1,unknown
2015-04-07,MIA,ATL,diazl901,75,0,unknown
2015-04-07,MIL,COL,iassd901,64,0,unknown
2015-04-07,OAK,TEX,eddid901,54,16,torf
2015-04-07,SEA,LAA,kulpr901,56,3,torf
2015-04-07,TBA,BAL,hicke901,72,0,unknown
2015-04-08,ARI,SFN,drakr901,74,7,torf
2015-04-08,CHN,SLN,wegnm901,46,6,fromcf
2015-04-08,CIN,PIT,holbs901,64,2,ltor
2015-04-08,DET,MIN,danlk901,39,7,fromlf
2015-04-08,HOU,CLE,herna901,79,11,tolf
2015-04-08,KCA,CHA,wendh902,74,14,rtol
2015-04-08,LAN,SDN,dimum901,65,10,ltor
2015-04-08,MIA,ATL,guccc901,73,0,unknown
2015-04-08,MIL,COL,buckc901,64,0,unknown
2015-04-08,NYA,TOR,reynj901,44,17,ltor
2015-04-08,OAK,TEX,wolfj901,58,10,torf
2015-04-08,PHI,BOS,cuzzp901,40,11,rtol
2015-04-08,SEA,LAA,knigb901,60,1,fromlf
2015-04-08,TBA,BAL,nauep901,72,0,unknown
2015-04-08,WSN,NYN,everm901,46,6,tocf
2015-04-09,CIN,PIT,welkb901,73,13,rtol
2015-04-09,DET,MIN,barkl901,59,13,rtol
2015-04-09,HOU,CLE,barrs901,73,0,unknown
2015-04-09,KCA,CHA,davib902,72,18,ltor
2015-04-09,NYA,TOR,mealj901,42,7,ltor
2015-04-09,OAK,TEX,hamaa901,58,7,torf
2015-04-09,PHI,BOS,randt901,42,10,rtol
2015-04-09,SDN,SFN,gibsh902,67,12,ltor
2015-04-09,WSN,NYN,timmt901,47,8,torf
2015-04-10,LAA,KCA,millb901,67,7,tocf
2015-04-10,ARI,LAN,conrc901,82,6,fromcf
2015-04-10,ATL,NYN,schrp901,65,6,ltor
2015-04-10,BAL,TOR,ticht901,51,2,rtol
2015-04-10,CHA,MIN,hoyej901,66,21,rtol
2015-04-10,CIN,SLN,reybd901,64,11,rtol
2015-04-10,CLE,DET,barrl901,53,17,ltor
2015-04-10,COL,CHN,wolcq901,61,7,rtol
2015-04-10,MIA,TBA,littw901,75,0,unknown
2015-04-10,MIL,PIT,estam901,66,0,unknown
2015-04-10,NYA,BOS,fostm901,55,11,rtol
2015-04-10,OAK,SEA,gormb901,60,3,torf
2015-04-10,PHI,WSN,rackd901,57,11,torf
2015-04-10,SDN,SFN,carav901,64,7,unknown
2015-04-10,TEX,HOU,blasc901,65,6,fromlf
2015-04-11,LAA,KCA,eddid901,68,6,torf
2015-04-11,ARI,LAN,barrt901,83,10,unknown
2015-04-11,ATL,NYN,culbf901,76,8,ltor
2015-04-11,BAL,TOR,welkt901,61,14,tolf
2015-04-11,CHA,MIN,hirsj901,72,7,rtol
2015-04-11,CIN,SLN,westj901,56,4,ltor
2015-04-11,CLE,DET,scotd901,53,4,ltor
2015-04-11,COL,CHN,cedeg901,67,2,ltor
2015-04-11,MIA,TBA,davig901,75,0,unknown
2015-04-11,MIL,PIT,demud901,69,0,unknown
2015-04-11,NYA,BOS,muchm901,55,21,ltor
2015-04-11,OAK,SEA,carlm901,63,3,torf
2015-04-11,PHI,WSN,laynj901,61,10,fromlf
2015-04-11,SDN,SFN,vanol901,67,10,rtol
2015-04-11,TEX,HOU,nelsj901,71,6,ltor
2015-04-12,LAA,KCA,wolfj901,73,4,ltor
2015-04-12,ARI,LAN,herna901,77,8,tocf
2015-04-12,ATL,NYN,hudsm901,63,8,rtol
2015-04-12,BAL,TOR,everm901,60,3,ltor
2015-04-12,CHA,MIN,holbs901,71,14,rtol
2015-04-12,CIN,SLN,danlk901,67,4,rtol
2015-04-12,CLE,DET,iassd901,60,8,fromcf
2015-04-12,COL,CHN,coope901,65,13,fromrf
2015-04-12,MIA,TBA,cuzzp901,74,0,unknown
2015-04-12,MIL,PIT,basnt901,70,0,unknown
2015-04-12,NYA,BOS,wintm901,54,12,tolf
2015-04-12,OAK,SEA,dimum901,67,7,torf
2015-04-12,PHI,WSN,wendh902,62,3,tocf
2015-04-12,SDN,SFN,kulpr901,67,9,ltor
2015-04-12,TEX,HOU,diazl901,73,10,rtol
2015-04-13,ATL,MIA,kellj901,67,3,rtol
2015-04-13,BAL,NYA,barkl901,68,9,fromlf
2015-04-13,BOS,WSN,gonzm901,69,16,tolf
2015-04-13,CHN,CIN,mealj901,62,15,ltor
2015-04-13,HOU,OAK,timmt901,82,8,rtol
2015-04-13,LAN,SEA,joycj901,67,3,torf
2015-04-13,MIN,KCA,nauep901,61,21,tocf
2015-04-13,NYN,PHI,hallt901,63,9,tolf
2015-04-13,PIT,DET,davib902,76,16,tolf
2015-04-13,SDN,ARI,hamaa901,64,10,rtol
2015-04-13,SFN,COL,gibsh902,63,10,tocf
2015-04-13,SLN,MIL,welkb901,67,12,fromlf
2015-04-13,TEX,LAA,buckc901,64,15,ltor
2015-04-13,TOR,TBA,guccc901,68,0,unknown
2015-04-14,ATL,MIA,onorb901,79,7,ltor
2015-04-14,BAL,NYA,cedeg901,56,4,fromcf
2015-04-14,BOS,WSN,reynj901,63,11,ltor
2015-04-14,CHN,CIN,emmep901,51,2,fromcf
2015-04-14,CLE,CHA,knigb901,48,6,fromcf
2015-04-14,HOU,OAK,ticht901,73,0,unknown
2015-04-14,LAN,SEA,gibsg901,67,0,unknown
2015-04-14,NYN,PHI,marqa901,65,8,fromrf
2015-04-14,PIT,DET,rackd901,63,7,fromrf
2015-04-14,SDN,ARI,millb901,66,8,ltor
2015-04-14,SFN,COL,gormb901,58,22,tocf
2015-04-14,TEX,LAA,barrl901,60,3,ltor
2015-04-14,TOR,TBA,blasc901,68,0,unknown
2015-04-15,ATL,MIA,porta901,68,2,rtol
2015-04-15,BAL,NYA,barbs901,66,1,tocf
2015-04-15,BOS,WSN,schrp901,66,10,fromlf
2015-04-15,CHN,CIN,fleta901,49,18,fromrf
2015-04-15,CLE,CHA,carav901,52,11,fromcf
2015-04-15,HOU,OAK,welkt901,78,5,fromlf
2015-04-15,LAN,SEA,hudsm901,72,5,torf
2015-04-15,MIN,KCA,estam901,67,16,rtol
2015-04-15,NYN,PHI,belld901,66,14,fromlf
2015-04-15,PIT,DET,laynj901,64,9,fromlf
2015-04-15,SDN,ARI,johna901,70,8,torf
2015-04-15,SFN,COL,carlm901,64,16,tocf
2015-04-15,SLN,MIL,hoyej901,64,11,fromrf
2015-04-15,TEX,LAA,iassd901,70,3,fromrf
2015-04-15,TOR,TBA,nelsj901,68,0,unknown
2015-04-16,MIN,KCA,demud901,63,8,rtol
2015-04-16,NYN,MIA,coope901,59,11,tolf
2015-04-16,SFN,ARI,buckc901,62,12,torf
2015-04-16,SLN,MIL,hirsj901,72,1,fromcf
2015-04-16,TOR,TBA,diazl901,68,0,unknown
2015-04-16,WSN,PHI,vanol901,70,5,tolf
2015-04-17,BOS,BAL,bakej902,64,14,torf
2015-04-17,CHN,SDN,holbs901,55,9,rtol
2015-04-17,DET,CHA,rippm901,64,2,ltor
2015-04-17,HOU,LAA,basnt901,73,0,unknown
2015-04-17,KCA,OAK,fairc901,74,5,rtol
2015-04-17,LAN,COL,everm901,73,7,torf
2015-04-17,MIN,CLE,dimum901,74,7,tocf
2015-04-17,NYN,MIA,barkl901,68,9,torf
2015-04-17,PIT,MIL,guccc901,77,7,tolf
2015-04-17,SEA,TEX,wolfj901,59,6,fromlf
2015-04-17,SFN,ARI,segac901,54,11,tocf
2015-04-17,SLN,CIN,fagac901,77,3,rtol
2015-04-17,TBA,NYA,wendh902,72,0,unknown
2015-04-17,TOR,ATL,westj901,68,0,unknown
2015-04-17,WSN,PHI,kulpr901,71,4,torf
2015-04-18,BOS,BAL,mealj901,47,10,fromrf
2015-04-18,CHN,SDN,welkb901,43,19,fromlf
2015-04-18,DET,CHA,kellj901,70,15,ltor
2015-04-18,HOU,LAA,nauep901,73,0,unknown
2015-04-18,KCA,OAK,joycj901,65,6,rtol
2015-04-18,LAN,COL,timmt901,72,6,tocf
2015-04-18,MIN,CLE,gibsh902,67,11,fromrf
2015-04-18,NYN,MIA,cedeg901,73,10,tolf
2015-04-18,PIT,MIL,blasc901,73,7,fromlf
2015-04-18,SEA,TEX,hamaa901,62,5,fromlf
2015-04-18,SFN,ARI,barrl901,62,12,tocf
2015-04-18,SLN,CIN,gonzm901,75,7,rtol
2015-04-18,TBA,NYA,davib902,72,0,unknown
2015-04-18,TOR,ATL,drecb901,68,0,unknown
2015-04-18,WSN,PHI,knigb901,77,3,torf
2015-04-19,BOS,BAL,emmep901,49,13,fromrf
2015-04-19,CHN,SDN,hoyej901,53,15,rtol
2015-04-19,DET,CHA,onorb901,54,17,ltor
2015-04-19,HOU,LAA,estam901,73,0,unknown
2015-04-19,KCA,OAK,gibsg901,65,11,ltor
2015-04-19,LAN,COL,ticht901,76,5,ltor
2015-04-19,MIN,CLE,gormb901,58,6,rtol
2015-04-19,NYN,MIA,barbs901,58,10,fromrf
2015-04-19,PIT,MIL,nelsj901,70,14,ltor
2015-04-19,SEA,TEX,millb901,64,5,ltor
2015-04-19,SFN,ARI,iassd901,61,10,torf
2015-04-19,SLN,CIN,reynj901,62,6,ltor
2015-04-19,TBA,NYA,rackd901,72,0,unknown
2015-04-19,TOR,ATL,hallt901,68,0,unknown
2015-04-19,WSN,PHI,carav901,68,8,fromrf
2015-04-20,LAA,OAK,wegnm901,70,8,torf
2015-04-20,BOS,BAL,fleta901,44,17,fromrf
2015-04-20,CHA,CLE,wolcq901,46,24,tolf
2015-04-20,COL,SDN,hudsm901,52,2,tocf
2015-04-20,DET,NYA,randt901,52,22,rtol
2015-04-20,KCA,MIN,diazl901,58,13,ltor
2015-04-20,MIL,CIN,barrs901,63,0,unknown
2015-04-20,PIT,CHN,reybd901,60,18,tocf
2015-04-20,SEA,HOU,scotd901,70,2,torf
2015-04-21,LAA,OAK,fostm901,66,8,torf
2015-04-21,ARI,TEX,welkt901,86,8,torf
2015-04-21,CHA,CLE,coope901,46,21,tocf
2015-04-21,COL,SDN,fairc901,60,11,tolf
2015-04-21,DET,NYA,littw901,50,24,rtol
2015-04-21,KCA,MIN,guccc901,68,8,ltor
2015-04-21,MIL,CIN,barrt901,62,0,unknown
2015-04-21,NYN,ATL,mealj901,63,17,torf
2015-04-21,PHI,MIA,demud901,64,14,ltor
2015-04-21,PIT,CHN,westj901,55,21,tocf
2015-04-21,SEA,HOU,buckc901,50,0,unknown
2015-04-21,SFN,LAN,culbf901,55,15,tocf
2015-04-21,TBA,BOS,hirsj901,72,0,unknown
2015-04-21,TOR,BAL,carlm901,68,0,unknown
2015-04-21,WSN,SLN,johna901,65,8,fromlf
2015-04-22,LAA,OAK,muchm901,64,2,ltor
2015-04-22,ARI,TEX,everm901,85,6,fromcf
2015-04-22,CHA,CLE,belld901,43,18,torf
2015-04-22,COL,SDN,joycj901,56,11,rtol
2015-04-22,DET,NYA,davig901,38,15,rtol
2015-04-22,KCA,MIN,blasc901,56,3,torf
2015-04-22,MIL,CIN,barbs901,64,0,unknown
2015-04-22,NYN,ATL,segac901,55,15,tolf
2015-04-22,PHI,MIA,basnt901,55,7,tocf
2015-04-22,PIT,CHN,morag901,42,13,tocf
2015-04-22,SEA,HOU,barrl901,56,1,ltor
2015-04-22,SFN,LAN,fagac901,59,12,tocf
2015-04-22,TBA,BOS,welkb901,72,0,unknown
2015-04-22,TOR,BAL,dimum901,68,0,unknown
2015-04-22,WSN,SLN,wolfj901,55,5,ltor
2015-04-23,LAA,OAK,wintm901,67,12,tocf
2015-04-23,CHA,KCA,holbs901,50,11,fromlf
2015-04-23,COL,SDN,gibsg901,67,9,rtol
2015-04-23,DET,NYA,cuzzp901,33,12,tocf
2015-04-23,MIL,CIN,herna901,66,0,unknown
2015-04-23,NYN,ATL,bakej902,49,17,torf
2015-04-23,PHI,MIA,conrc901,49,18,fromlf
2015-04-23,PIT,CHN,danlk901,43,17,tocf
2015-04-23,SFN,LAN,gonzm901,60,9,tolf
2015-04-23,TBA,BOS,hoyej901,72,0,unknown
2015-04-23,TOR,BAL,gibsh902,68,0,unknown
2015-04-23,WSN,SLN,hamaa901,55,14,ltor
2015-04-24,LAA,TEX,reynj901,62,7,tocf
2015-04-24,ARI,PIT,randt901,77,5,unknown
2015-04-24,BAL,BOS,demud901,57,7,ltor
2015-04-24,CHA,KCA,timmt901,44,13,ltor
2015-04-24,CIN,CHN,nelsj901,62,5,fromcf
2015-04-24,COL,SFN,tumpj901,58,6,torf
2015-04-24,DET,CLE,hudsm901,52,4,ltor
2015-04-24,MIA,WSN,reybd901,75,0,unknown
2015-04-24,MIL,SLN,iassd901,65,0,unknown
2015-04-24,NYA,NYN,eddid901,46,11,ltor
2015-04-24,OAK,HOU,cedeg901,57,13,torf
2015-04-24,PHI,ATL,gormb901,55,15,torf
2015-04-24,SDN,LAN,wegnm901,62,9,ltor
2015-04-24,SEA,MIN,barrs901,54,1,unknown
2015-04-24,TBA,TOR,fleta901,72,0,unknown
2015-04-25,LAA,TEX,fagac901,63,5,ltor
2015-04-25,ARI,PIT,davig901,77,15,unknown
2015-04-25,BAL,BOS,littw901,51,5,torf
2015-04-25,COL,SFN,hirsj901,59,3,fromlf
2015-04-25,DET,CLE,fairc901,44,12,fromlf
2015-04-25,MIA,WSN,westj901,72,0,unknown
2015-04-25,MIL,SLN,scotd901,65,0,unknown
2015-04-25,NYA,NYN,johna901,57,12,unknown
2015-04-25,OAK,HOU,barkl901,58,11,torf
2015-04-25,PHI,ATL,carlm901,57,11,torf
2015-04-25,SDN,LAN,fostm901,65,15,torf
2015-04-25,SEA,MIN,barrt901,54,3,torf
2015-04-25,TBA,TOR,mealj901,72,0,unknown
2015-04-26,LAA,TEX,gonzm901,70,3,torf
2015-04-26,ARI,PIT,woodt901,72,5,unknown
2015-04-26,BAL,BOS,basnt901,61,3,fromlf
2015-04-26,CHA,KCA,everm901,54,15,torf
2015-04-26,CIN,CHN,diazl901,56,12,torf
2015-04-26,DET,CLE,joycj901,53,16,torf
2015-04-26,MIA,WSN,morag901,76,0,unknown
2015-04-26,MIL,SLN,buckc901,69,0,unknown
2015-04-26,NYA,NYN,wolfj901,56,5,rtol
2015-04-26,OAK,HOU,wolcq901,65,6,torf
2015-04-26,PHI,ATL,dimum901,61,5,fromrf
2015-04-26,SDN,LAN,blakr901,66,11,ltor
2015-04-26,SEA,MIN,barbs901,56,0,unknown
2015-04-26,TBA,TOR,segac901,72,0,unknown
2015-04-27,ARI,COL,wintm901,85,5,torf
2015-04-27,ATL,WSN,welkb901,64,11,ltor
2015-04-27,BOS,TOR,hamaa901,49,15,ltor
2015-04-27,CHN,PIT,barrl901,43,10,ltor
2015-04-27,CIN,MIL,welkt901,59,13,ltor
2015-04-27,CLE,KCA,bakej902,44,13,ltor
2015-04-27,LAN,SFN,coope901,75,6,torf
2015-04-27,MIA,NYN,vanol901,78,0,unknown
2015-04-27,MIN,DET,marqa901,69,6,fromlf
2015-04-27,NYA,TBA,gibsg901,58,5,torf
2015-04-27,SDN,HOU,schrp901,73,8,ltor
2015-04-27,SLN,PHI,guccc901,62,16,fromcf
2015-04-27,TEX,SEA,porta901,62,10,ltor
2015-04-28,ARI,COL,wegnm901,89,5,unknown
2015-04-28,ATL,WSN,hoyej901,70,7,rtol
2015-04-28,BOS,TOR,eddid901,64,18,fromlf
2015-04-28,CHN,PIT,iassd901,44,6,fromcf
2015-04-28,CIN,MIL,drakr901,66,6,unknown
2015-04-28,CLE,KCA,fleta901,54,5,ltor
2015-04-28,LAN,SFN,cedeg901,86,7,unknown
2015-04-28,MIA,NYN,kulpr901,74,0,unknown
2015-04-28,MIN,DET,belld901,64,9,torf
2015-04-28,NYA,TBA,hudsm901,66,7,torf
2015-04-28,OAK,LAA,herna901,59,5,torf
2015-04-28,SDN,HOU,reynj901,70,13,ltor
2015-04-28,SLN,PHI,blasc901,69,13,ltor
2015-04-28,TEX,SEA,rippm901,56,9,ltor
2015-04-29,ARI,COL,fostm901,92,5,unknown
2015-04-29,ATL,WSN,tumpj901,63,3,ltor
2015-04-29,BAL,CHA,laynj901,73,4,tolf
2015-04-29,BOS,TOR,johna901,51,7,ltor
2015-04-29,CHN,PIT,scotd901,39,12,fromlf
2015-04-29,CIN,MIL,timmt901,66,5,unknown
2015-04-29,CLE,KCA,mealj901,55,4,ltor
2015-04-29,LAN,SFN,barbs901,83,6,torf
2015-04-29,MIA,NYN,knigb901,72,0,unknown
2015-04-29,MIN,DET,drecb901,59,11,fromlf
2015-04-29,NYA,TBA,fairc901,70,14,fromlf
2015-04-29,OAK,LAA,barrs901,61,6,torf
2015-04-29,SDN,HOU,fagac901,80,5,unknown
2015-04-29,SLN,PHI,nelsj901,71,9,fromlf
2015-04-29,TEX,SEA,kellj901,74,6,torf
2015-04-30,ATL,CIN,davib902,71,15,ltor
2015-04-30,CLE,TOR,hirsj901,46,7,fromcf
2015-04-30,HOU,SEA,carav901,80,5,fromlf
2015-04-30,KCA,DET,buckc901,73,7,ltor
2015-04-30,MIN,CHA,joycj901,67,9,fromcf
2015-04-30,NYN,WSN,hallt901,57,13,rtol
2015-04-30,OAK,LAA,barrt901,77,7,fromlf
2015-04-30,SLN,PHI,diazl901,69,16,fromlf
2015-05-01,ATL,CIN,rackd901,66,11,ltor
2015-05-01,BOS,NYA,guccc901,44,6,rtol
2015-05-01,CHN,MIL,wolcq901,48,7,rtol
2015-05-01,CLE,TOR,welkb901,55,7,ltor
2015-05-01,HOU,SEA,vanol901,81,1,unknown
2015-05-01,KCA,DET,barrl901,72,7,rtol
2015-05-01,LAN,ARI,porta901,73,7,torf
2015-05-01,MIA,PHI,onorb901,81,9,ltor
2015-05-01,MIN,CHA,gibsg901,66,9,fromrf
2015-05-01,NYN,WSN,marqa901,53,10,tolf
2015-05-01,SDN,COL,conrc901,70,15,ltor
2015-05-01,SFN,LAA,millb901,59,11,tocf
2015-05-01,SLN,PIT,muchm901,70,2,rtol
2015-05-01,TBA,BAL,ticht901,72,0,unknown
2015-05-01,TEX,OAK,emmep901,78,8,fromlf
2015-05-02,ATL,CIN,laynj901,74,4,ltor
2015-05-02,BOS,NYA,blasc901,46,3,fromcf
2015-05-02,CHN,MIL,blakr901,73,5,tocf
2015-05-02,CLE,TOR,hoyej901,61,3,fromcf
2015-05-02,HOU,SEA,kulpr901,79,13,rtol
2015-05-02,KCA,DET,iassd901,74,12,rtol
2015-05-02,LAN,ARI,morag901,73,6,tocf
2015-05-02,MIA,PHI,gonzm901,71,0,unknown
2015-05-02,MIN,CHA,hudsm901,74,8,rtol
2015-05-02,NYN,WSN,belld901,53,11,tolf
2015-05-02,SDN,COL,herna901,68,7,ltor
2015-05-02,SFN,LAA,hamaa901,64,9,tocf
2015-05-02,SLN,PIT,wintm901,75,7,rtol
2015-05-02,TBA,BAL,welkt901,72,0,unknown
2015-05-02,TEX,OAK,bakej902,80,8,tolf
2015-05-03,ATL,CIN,barbs901,74,9,rtol
2015-05-03,BOS,NYA,nelsj901,58,14,tolf
2015-05-03,CHN,MIL,coope901,78,16,unknown
2015-05-03,CLE,TOR,tumpj901,72,6,ltor
2015-05-03,HOU,SEA,knigb901,82,9,tolf
2015-05-03,KCA,DET,scotd901,77,13,rtol
2015-05-03,LAN,ARI,rippm901,72,8,torf
2015-05-03,MIA,PHI,schrp901,72,0,unknown
2015-05-03,MIN,CHA,fairc901,76,4,fromrf
2015-05-03,NYN,WSN,drecb901,73,4,tolf
2015-05-03,SDN,COL,barrs901,67,11,ltor
2015-05-03,SFN,LAA,eddid901,59,12,tocf
2015-05-03,SLN,PIT,wegnm901,82,8,tocf
2015-05-03,TBA,BAL,drakr901,72,0,unknown
2015-05-03,TEX,OAK,fleta901,77,11,rtol
2015-05-04,LAA,SEA,joycj901,64,8,tocf
2015-05-04,ATL,PHI,hallt901,78,7,rtol
2015-05-04,BOS,TBA,gibsh902,78,23,tolf
2015-05-04,HOU,TEX,fostm901,77,14,tolf
2015-05-04,MIL,LAN,mealj901,71,0,unknown
2015-05-04,MIN,OAK,timmt901,71,7,fromlf
2015-05-04,SFN,SDN,danlk901,55,14,tocf
2015-05-04,SLN,CHN,hirsj901,84,6,tolf
2015-05-04,TOR,NYA,estam901,68,0,unknown
2015-05-04,WSN,MIA,barkl901,82,8,torf
2015-05-05,LAA,SEA,gibsg901,64,8,rtol
2015-05-05,ATL,PHI,marqa901,78,12,rtol
2015-05-05,BOS,TBA,gormb901,57,13,fromrf
2015-05-05,CHA,DET,culbf901,53,11,ltor
2015-05-05,HOU,TEX,muchm901,73,0,unknown
2015-05-05,KCA,CLE,cuzzp901,73,8,rtol
2015-05-05,MIL,LAN,emmep901,68,0,unknown
2015-05-05,MIN,OAK,ticht901,67,16,rtol
2015-05-05,NYN,BAL,kellj901,70,15,tolf
2015-05-05,PIT,CIN,barrt901,73,7,fromrf
2015-05-05,SFN,SDN,drakr901,57,16,tocf
2015-05-05,SLN,CHN,welkb901,82,5,tolf
2015-05-05,TOR,NYA,hicke901,68,0,unknown
2015-05-05,WSN,MIA,iassd901,70,14,torf
2015-05-06,LAA,SEA,hudsm901,63,6,torf
2015-05-06,ATL,PHI,belld901,80,3,rtol
2015-05-06,BOS,TBA,carlm901,69,12,tolf
2015-05-06,CHA,DET,reynj901,61,8,ltor
2015-05-06,COL,ARI,johna901,61,10,tolf
2015-05-06,COL,ARI,millb901,63,3,ltor
2015-05-06,HOU,TEX,wintm901,80,5,tolf
2015-05-06,KCA,CLE,littw901,74,11,rtol
2015-05-06,MIL,LAN,bakej902,68,0,unknown
2015-05-06,MIN,OAK,fagac901,72,20,torf
2015-05-06,NYN,BAL,onorb901,63,10,fromrf
2015-05-06,PIT,CIN,conrc901,81,8,tocf
2015-05-06,SFN,SDN,morag901,61,11,rtol
2015-05-06,SLN,CHN,reybd901,83,12,tolf
2015-05-06,TOR,NYA,basnt901,61,8,rtol
2015-05-06,WSN,MIA,blakr901,77,8,fromrf
2015-05-07,LAA,HOU,westj901,61,7,torf
2015-05-07,ARI,SDN,fairc901,84,12,unknown
2015-05-07,CHA,DET,gonzm901,83,15,rtol
2015-05-07,KCA,CLE,davig901,70,11,rtol
2015-05-07,MIL,LAN,fleta901,78,14,rtol
2015-05-07,MIN,OAK,everm901,71,16,rtol
2015-05-07,NYA,BAL,dimum901,70,12,rtol
2015-05-07,PIT,CIN,herna901,83,3,rtol
2015-05-07,SFN,MIA,wegnm901,62,10,tocf
2015-05-07,SLN,CHN,tumpj901,84,13,tolf
2015-05-07,TBA,TEX,demud901,72,0,unknown
2015-05-08,LAA,HOU,danlk901,61,6,tocf
2015-05-08,ARI,SDN,joycj901,70,12,unknown
2015-05-08,CLE,MIN,wolfj901,82,9,fromrf
2015-05-08,COL,LAN,timmt901,51,3,fromlf
2015-05-08,DET,KCA,porta901,84,13,fromcf
2015-05-08,MIL,CHN,drecb901,78,0,unknown
2015-05-08,NYA,BAL,gibsh902,73,13,rtol
2015-05-08,PHI,NYN,barrs901,80,10,tocf
2015-05-08,PIT,SLN,mealj901,87,7,fromcf
2015-05-08,SEA,OAK,randt901,73,2,fromlf
2015-05-08,SFN,MIA,fostm901,55,11,tocf
2015-05-08,TBA,TEX,nauep901,72,0,unknown
2015-05-08,TOR,BOS,holbs901,63,11,rtol
2015-05-08,WSN,ATL,schrp901,77,2,tolf
2015-05-09,LAA,HOU,drakr901,64,6,rtol
2015-05-09,ARI,SDN,gibsg901,75,6,unknown
2015-05-09,CHA,CIN,hirsj901,59,9,torf
2015-05-09,CHA,CIN,welkb901,47,12,torf
2015-05-09,CLE,MIN,eddid901,88,9,torf
2015-05-09,DET,KCA,rippm901,75,10,tolf
2015-05-09,MIL,CHN,hallt901,69,0,unknown
2015-05-09,NYA,BAL,gormb901,59,11,fromcf
2015-05-09,PHI,NYN,barrt901,77,10,ltor
2015-05-09,PIT,SLN,emmep901,86,9,tocf
2015-05-09,SEA,OAK,cuzzp901,79,3,ltor
2015-05-09,SFN,MIA,muchm901,57,15,tocf
2015-05-09,TBA,TEX,hicke901,72,0,unknown
2015-05-09,TOR,BOS,cedeg901,68,7,rtol
2015-05-09,WSN,ATL,culbf901,82,6,rtol
2015-05-10,LAA,HOU,morag901,73,2,tocf
2015-05-10,ARI,SDN,hudsm901,80,5,fromlf
2015-05-10,CHA,CIN,reybd901,54,10,ltor
2015-05-10,CLE,MIN,johna901,83,15,torf
2015-05-10,COL,LAN,ticht901,41,7,tolf
2015-05-10,DET,KCA,kellj901,73,8,tolf
2015-05-10,MIL,CHN,marqa901,67,0,unknown
2015-05-10,NYA,BAL,carlm901,78,10,rtol
2015-05-10,PHI,NYN,conrc901,78,8,torf
2015-05-10,PIT,SLN,bakej902,84,6,fromrf
2015-05-10,SEA,OAK,littw901,65,4,tolf
2015-05-10,SFN,MIA,wintm901,56,13,rtol
2015-05-10,TBA,TEX,estam901,72,0,unknown
2015-05-10,TOR,BOS,barkl901,68,0,unknown
2015-05-10,WSN,ATL,reynj901,80,4,tocf
2015-05-11,ARI,WSN,westj901,94,5,torf
2015-05-11,BAL,TOR,belld901,78,5,fromlf
2015-05-11,CHN,NYN,fleta901,65,17,ltor
2015-05-11,CIN,ATL,diazl901,70,3,unknown
2015-05-11,LAN,MIA,wendh902,72,6,torf
2015-05-11,MIL,CHA,onorb901,69,0,unknown
2015-05-11,OAK,BOS,carav901,56,24,torf
2015-05-11,PHI,PIT,buckc901,77,9,tocf
2015-05-11,TBA,NYA,coope901,72,0,unknown
2015-05-11,TEX,KCA,herna901,71,10,ltor
2015-05-12,LAA,COL,davig901,64,7,torf
2015-05-12,ARI,WSN,danlk901,89,12,unknown
2015-05-12,BAL,TOR,drecb901,86,4,torf
2015-05-12,CHN,NYN,mealj901,54,15,ltor
2015-05-12,CIN,ATL,holbs901,69,12,tolf
2015-05-12,CLE,SLN,welkt901,57,20,ltor
2015-05-12,DET,MIN,tumpj901,53,18,tolf
2015-05-12,HOU,SFN,fairc901,73,0,unknown
2015-05-12,LAN,MIA,davib902,65,5,torf
2015-05-12,MIL,CHA,fagac901,66,0,unknown
2015-05-12,OAK,BOS,vanol901,54,22,torf
2015-05-12,PHI,PIT,barrl901,84,16,ltor
2015-05-12,SEA,SDN,wegnm901,60,0,unknown
2015-05-12,TBA,NYA,hamaa901,72,0,unknown
2015-05-12,TEX,KCA,barrs901,71,9,fromcf
2015-05-13,LAA,COL,cuzzp901,65,6,torf
2015-05-13,ARI,WSN,drakr901,85,5,torf
2015-05-13,BAL,TOR,hallt901,66,5,fromrf
2015-05-13,CHN,NYN,emmep901,43,11,fromlf
2015-05-13,CIN,ATL,blasc901,68,7,torf
2015-05-13,CLE,SLN,everm901,49,8,ltor
2015-05-13,DET,MIN,guccc901,55,5,ltor
2015-05-13,HOU,SFN,joycj901,73,0,unknown
